gene	chromosome	tss
TMEM247	chr2	46706704
MORF4L2-AS1	chrX	102942212
DOK6	chr18	67068124
ZFHX4	chr8	77593482
TMSB15B-AS1	chrX	103174131
KIAA2026	chr9	6008482
LOC286437	chrX	103369317
SOWAHA	chr5	132148994
SWSAP1	chr19	11485342
MAGEA6	chrX	151867232
RADX	chrX	105855208
MIR548AN	chrX	105883044
MOB3B	chr9	27529812
CNOT3	chr19	54641478
BICD2	chr9	95527115
FRMPD3-AS1	chrX	106789051
LOC101928335	chrX	107179210
PCNX3	chr11	65383783
MRGPRE	chr11	3253647
SCN3B	chr11	123525315
CHTF8	chr16	69166491
MIR3177	chr16	1784986
SUMO1P1	chr20	52492248
FAAHP1	chr1	46899499
HIF1A-AS2	chr14	62215807
GAS6-AS1	chr13	114518583
HOXC-AS3	chr12	54379303
MIR4423	chr1	85599477
GTSF1L	chr20	42355642
LOXL1-AS1	chr15	74220127
LOC101928358	chrX	107979770
MROH6	chr8	144654942
SNORD96B	chrX	109468288
PARP4	chr13	25086916
TDGF1P3	chrX	109763540
GOLGA6D	chr15	75575182
KRTAP5-2	chr11	1619524
OR2AP1	chr12	55968199
OR2L5	chr1	248185250
MED10	chr5	6378660
UFL1	chr6	96969682
FOXS1	chr20	30433407
FEN1	chr11	61560383
REP15	chr12	27849380
SOWAHB	chr4	77819297
OR2V1	chr5	180552304
C7orf66	chr7	108524644
MIR4329	chrX	112024016
LOC101928437	chrX	112285955
XACT	chrX	113181506
SNORA35	chrX	113865259
MIR1264	chrX	113887130
MIR1298	chrX	113949650
MIR1911	chrX	113997744
SMR3B	chr4	71248848
SNORA35B	chrX	114361005
PLS3-AS1	chrX	114797058
MIR664A	chr1	220373961
DANT2	chrX	115085444
DANT1	chrX	114957297
LOC100126447	chrX	115951828
DRICH1	chr22	23974508
LINC01285	chrX	117973519
LOC101928336	chrX	118425492
SLC25A5-AS1	chrX	118603061
GPC4	chrX	132549517
PCAT18	chr18	24283602
SNORA69	chrX	118921447
METAP1	chr4	99916872
SMC5	chr9	72873894
PAN3	chr13	28712682
RHOXF1P1	chrX	119149508
RHOXF1-AS1	chrX	119170201
LINC01402	chrX	119253610
HMOX1	chr22	35777089
NKAPP1	chrX	119379122
TMEM255A	chrX	119445391
FATE1	chrX	150884507
MAP7D1	chr1	36621761
RAD18	chr3	9005156
FDXACB1	chr11	111749889
CALHM5	chr6	116832802
KHDRBS3	chr8	136469699
TMEM256	chr17	7307416
LIX1L	chr1	145477069
CACUL1	chr10	120514482
MIR3672	chrX	120504826
LOC101928402	chrX	123095191
ARGFX	chr3	121286796
POLG	chr15	89878026
LOC101928495	chrX	125243745
TLCD4-RWDD3	chr1	95583479
HDHD3	chr9	116138880
ME1	chr6	84140770
ANXA1	chr9	75766781
LINC01483	chr17	67590128
LOC105373338	chrX	129936610
LINC01201	chrX	130192120
GCNA	chrX	70797874
FIRRE	chrX	130964671
RAP2C-AS1	chrX	131352535
HS6ST2-AS1	chrX	131801670
RNASE8	chr14	21525981
MIR450A1	chrX	133674461
MIR450A2	chrX	133674637
LINC00629	chrX	133684054
SLCO1B7	chr12	21168630
KRTAP10-3	chr21	45978678
KRTAP10-9	chr21	46047010
LINC02243	chrX	134083579
RTL8B	chrX	134156572
SMIM10L2B-AS1	chrX	134254549
CT55	chrX	134305751
RTL8C	chrX	134166385
LOC100506790	chrX	134530354
INTS6L-AS1	chrX	134654599
SAGE2P	chrX	134819809
IL1RAPL2	chrX	103810880
HTR5A	chr7	154862034
RTP4	chr3	187086173
MIR934	chrX	135633037
LINC00892	chrX	135721702
SNORD61	chrX	135961430
CDX1	chr5	149546341
FGF13-AS1	chrX	137794269
SRD5A1P1	chrX	138528978
MRPL37	chr1	54665840
CATSPERB	chr14	92198430
LOC728660	chrX	139099427
LINC00632	chrX	139791924
RSPH6A	chr19	46318566
SPANXA2-OT1	chrX	140590843
ACRBP	chr12	6756598
MAK16	chr8	33342700
RHOXF2	chrX	119292519
ZNF705D	chr8	11946847
MIR892C	chrX	145074344
MIR890	chrX	145075869
MIR892A	chrX	145078261
MIR892B	chrX	145078792
MIR891A	chrX	145109390
MIR513A2	chrX	146307470
MIR507	chrX	146312595
MIR514B	chrX	146331748
MIR509-1	chrX	146342143
MIR509-2	chrX	146342143
MIR510	chrX	146353926
MIR514A1	chrX	146360862
MIR514A2	chrX	146366246
MIR514A3	chrX	146366246
MBD3L3	chr19	7058645
KLF2	chr19	16435637
LINC00893	chrX	148621312
FRS3	chr6	41747638
SPINT3	chr20	44144262
MIR8485	chr2	50923400
MIR466	chr3	31203279
LINC00850	chrX	148958633
MAGEA8-AS1	chrX	149025779
LINC00894	chrX	149106766
MIR2114	chrX	149396239
ERFE	chr2	239067611
MIR4330	chrX	150336694
GPR50-AS1	chrX	150346308
LOC105377213	chrX	150684023
MAGEA4-AS1	chrX	151079555
F8A3	chrX	154688261
HMHB1	chr5	143191726
KRTAP2-4	chr17	39222131
FOXR2	chrX	55649833
MIR767	chrX	151562001
APLP1	chr19	36359347
CSAG4	chrX	151903136
EMX1	chr2	73144648
ISG15	chr1	948877
MARS1	chr12	57881851
DNTTIP2	chr1	94344762
TTLL8	chr22	50496656
TRPA1	chr8	72987819
LOC105373378	chrX	152617487
SAA2-SAA4	chr11	18270215
FAM83E	chr19	49116694
LOC105373383	chrX	152864795
CORO1A	chr16	30194923
KRT6A	chr12	52887041
MARCHF11	chr5	16179900
DEFB129	chr20	207899
ISM1	chr20	13201921
FAM210B	chr20	54934030
LCA10	chrX	153146127
EDEM1	chr3	5229392
BAK1	chr6	33548053
HCFC1-AS1	chrX	153234216
MIR3202-1	chrX	153246548
MIR3202-2	chrX	153246627
MIR718	chrX	153285440
LAS1L	chrX	64754667
SCX	chr8	145490442
SNX25	chr4	186125391
SNORA70	chrX	153628622
LSM3	chr3	14220317
CH17-340M24.3	chrX	153656825
MIR6858	chrX	153678668
PI3	chr20	43803543
FAM223A	chrX	153861448
FAM223B	chrX	153861448
UQCRQ	chr5	132202334
DLX5	chr7	96654143
DLX3	chr17	48072588
SNORA36A	chrX	153996803
MIR664B	chrX	153996871
SNORA56	chrX	154003273
MIR1184-1	chrX	154687178
MIR1184-2	chrX	154687178
MIR1184-3	chrX	154687178
TMLHE-AS1	chrX	154696201
LOC101927830	chrX	154696201
URGCP	chr7	43946668
TTC22	chr1	55266996
WASIR1	chrY	59349501
DDX11L16	chrY	59360854
NUDT17	chr1	145589438
TRAPPC3L	chr6	116866847
GBX1	chr7	150864635
SOCS1	chr16	11350039
CELA3A	chr1	22328150
LINCADL	chr5	115292268
MKRN3	chr15	23810821
ZFY-AS1	chrY	2870667
LINC00278	chrY	2871037
TTTY23	chrY	9748407
TTTY23B	chrY	9748407
CDC42EP4	chr17	71308140
FAM197Y9	chrY	6131976
LINC00280	chrY	6229454
TTTY1	chrY	9611928
TTTY1B	chrY	9611928
TTTY2	chrY	9573895
TTTY2B	chrY	9573895
TTTY21	chrY	9558905
TTTY21B	chrY	9558905
TTTY7	chrY	9552871
TTTY7B	chrY	9552871
TTTY8	chrY	9528709
TTTY8B	chrY	9528709
SLCO1B3	chr12	20963639
OCM2	chr7	97619416
NR4A2	chr2	157189233
PRKY	chrY	7142013
TTTY16	chrY	7569288
TTTY12	chrY	7672965
LINC00279	chrY	8506335
TTTY18	chrY	8551919
TTTY19	chrY	8572513
TTTY11	chrY	8685423
TTTY20	chrY	9172441
FAM197Y2	chrY	9362877
FAM197Y5	chrY	9362877
FAM197Y7	chrY	9362877
FAM197Y8	chrY	9362877
FAM197Y4	chrY	9362877
FAM197Y6	chrY	9233417
NPIPA2	chr16	14805546
FAM197Y3	chrY	9342550
TTTY22	chrY	9638762
GYG2P1	chrY	14533389
PIWIL4	chr11	94300534
MTRNR2L2	chr5	79946827
MTRNR2L3	chr20	55934554
MTRNR2L4	chr16	3422668
MPHOSPH6	chr16	82203829
NR2F6	chr19	17356151
IL12B	chr5	158757495
NLGN4Y-AS1	chrY	16915913
FAM41AY1	chrY	20566932
FAM41AY2	chrY	20566932
FAM224B	chrY	20488440
FAM224A	chrY	20488419
TTTY9A	chrY	20891768
TTTY9B	chrY	20891768
BCORP1	chrY	21665039
TXLNGY	chrY	21729244
TTTY10	chrY	22681114
DAZ1	chrY	25345239
FAM9B	chrX	9002168
C8orf49	chr8	11618765
USH1G	chr17	72919350
ARMH2	chr6	24799145
TTTY13	chrY	23756552
LRP6	chr12	12419978
LOC101929148	chrY	24585087
TTTY6	chrY	24587606
TTTY6B	chrY	24587584
TTTY5	chrY	24445023
OR2K2	chr9	114092504
TTTY17A	chrY	27330920
TTTY17C	chrY	27330920
TTTY17B	chrY	27330920
TTTY4	chrY	27246039
TTTY4C	chrY	27246039
TTTY4B	chrY	27246039
C14orf28	chr14	45366478
SF3B3	chr16	70557719
TTTY3	chrY	27874637
TTTY3B	chrY	27874637
CSPG4P1Y	chrY	27629055
GOLGA2P2Y	chrY	27601458
GOLGA2P3Y	chrY	27601458
ZNF613	chr19	52430725
ADAMTS8	chr11	130298504
C20orf204	chr20	62665080
BTNL10	chr1	228699989
BMS1P2-AGAP9	chr10	48185862
BMS1P4-AGAP5	chr10	75490264
LINC02809	chr1	228264251
MADD-AS1	chr11	47293661
LOC101929372	chr22	18071958
USP27X	chrX	49644087
EFCC1	chr3	128720472
ZNF552	chr19	58326281
AGMAT	chr1	15911546
HNRNPCL4	chr1	12908157
ANKRD61	chr7	6071007
IATPR	chr10	33405735
NCKAP5L	chr12	50222196
LOC100996720	chr1	144339862
SLC32A1	chr20	37353129
GPD1	chr12	50497791
AGAP10P	chr10	46173964
PARGP1-AGAP4	chr10	51371290
LOC388813	chr21	16015428
OTULINL	chr5	14581901
DCAF15	chr19	14063286
LOC105369199	chr1	144470565
LOC105371215	chr1	148864657
LOC105369140	chr1	149239486
CDC5L	chr6	44355443
FRG1	chr4	190862027
ZNF286B	chr17	18585627
C8orf31	chr8	144120626
LINC02691	chr14	104689921
RAB30-DT	chr11	82783108
MST1L	chr1	17090975
KBTBD8	chr3	67048731
CA5BP1	chrX	15693581
CA5BP1-CA5B	chrX	15693581
CUL9	chr6	43149934
LOC101927789	chr11	65222757
MYOPARR	chr1	203052923
LOC107984208	chr10	11653300
LOC105369209	chr20	60803299
PRSS45P	chr3	46786245
PRSS43P	chr3	46798345
PRSS44P	chr3	46854064
LOC730268	chr2	88000502
CCDC169-SOHLH2	chr13	36871951
LOC112267871	chr1	17198721
LOC102724995	chr5	70072463
LAMC3	chr9	133884561
LOC101927245	chr8	103668476
LOC105379443	chr9	69650263
LOC100996643	chr9	69650251
LOC102724904	chr9	69650265
LOC101927824	chr10	3109125
LOC102723534	chr15	23378449
LOC105369201	chr15	101402048
LOC339260	chr17	20841879
LOC102724378	chr22	38141951
LOC105378577	chr10	47656086
LOC107984236	chr10	62704132
LOC107984265	chr10	104678092
LOC105371031	chr15	89943402
LOC105376917	chr19	22715287
LOC105374378	chr2	27938990
LOC105378230	chr5	150591695
LOC105377777	chr8	833226
LOC107985184	chr1	112163020
LOC107985246	chr1	201476341
LOC107984341	chr11	66885819
LOC107984507	chr12	1641358
SLC44A3-AS1	chr1	95285788
LOC112268124	chr14	35343397
LOC107985911	chr2	91848050
LOC107987389	chr22	21662532
LOC107986163	chr3	184430031
LOC107986876	chr8	22462513
RPP38-DT	chr10	15139318
C17orf102	chr17	32906388
MIR1915HG	chr10	21786189
LINC02789	chr1	199117726
PLK1	chr16	23690210
CCDC173	chr2	170550915
LNP1	chr3	100120383
SPANXN1	chrX	144329023
RGPD6	chr2	111336309
DIPK1C	chr18	72124503
PPM1G	chr2	27632458
ASB18	chr2	237172988
PATE2	chr11	125648723
PXT1	chr6	36410631
LINC02688	chr11	1049880
LINC02783	chr1	17516284
ZBTB44-DT	chr11	130184888
GTSCR1	chr18	68318190
C22orf46	chr22	42084941
LOC389895	chrX	139173826
IL23R	chr1	67632137
DEPP1	chr10	45474257
KLHDC8B	chr3	49209031
CTAGE6	chr7	143454789
FAM81B	chr5	94727070
SRARP	chr1	16330731
EMB	chr5	49737122
SYT9	chr11	7273135
TMEM81	chr1	205053588
SNHG31	chr2	215674953
SMCO2	chr12	27619743
TMEM99	chr17	38975437
DOCK8-AS1	chr9	215750
LINC02693	chr17	21454941
S100A7A	chr1	153388996
FCN3	chr1	27701343
PLA2G4D	chr15	42386760
ACTL6A	chr3	179280714
SNHG32	chr6_qbl_hap6	3096352
C6orf223	chr6	43968322
BHLHA15	chr7	97841566
PRR23B	chr3	138739768
GAGE12B	chrX	49335038
LIN52	chr14	74551659
EXTL1	chr1	26348266
GAGE12D	chrX	49344541
FXYD4	chr10	43867084
GOLGA8N	chr15	32885657
CLDN11	chr3	170136656
SCPEP1	chr17	55055492
DUS1L	chr17	80023680
SMIM4	chr3	52570621
C1QTNF9B	chr13	24471641
C3orf56	chr3	126911974
H2AC19	chr1	149822628
H3Y1	chr5	17655958
H3Y2	chr5	17492185
SYCE3	chr22	51001348
PPIAL4G	chr1	143767881
C7orf65	chr7	47694842
CBLN3	chr14	24898874
FAM86B1	chr8	12051638
LGR6	chr1	202172840
WNK3	chrX	54384479
SCYL1	chr11	65292554
NUDCD3	chr7	44530257
USP26	chrX	132162300
CACNG7	chr19	54415991
ANTXRL	chr10	47658233
MESP2	chr15	90319563
CISD2	chr4	103790149
LOC102723899	chr7	90098953
KDM6B	chr17	7743224
FZD2	chr17	42634852
FRZB	chr2	183731365
TWISTNB	chr7	19748660
CFAP126	chr1	161337666
PFAS	chr17	8152607
LMCD1-AS1	chr3	8543344
CTBP1-DT	chr4	1243228
MED26	chr19	16739015
TPP1	chr11	6640653
PRAMEF18	chr1	13698405
HNRNPA1L2	chr13	53191660
KRTAP5-6	chr11	1718425
ESCO1	chr18	19180665
SMOC1	chr14	70346133
RBMY1J	chrY	24549557
IRAK1BP1	chr6	79577268
BBOX1	chr11	27062362
ATP5MF-PTCD1	chr7	99063790
OR52N4	chr11	5775923
MIR504	chrX	137749954
DCDC2B	chr1	32674695
GEMIN8	chrX	14048011
MX2	chr21	42733954
ZNF732	chr4	299263
TIFAB	chr5	134788041
SMCO3	chr12	14967116
TTC32	chr2	20101744
C1QL4	chr12	49730971
TMEM236	chr10	18041167
TMEM91	chr19	41882438
SLC19A3	chr2	228579340
ANKRD20A4	chr9	69381981
ATG9A	chr2	220094358
FAM209B	chr20	55108302
PCDHB11	chr5	140579200
PCDHB10	chr5	140571926
SIGLEC14	chr19	52150132
COL28A1	chr7	7575504
POTEA	chr8	43147585
SOGA3	chr6	127840169
GAGE12E	chrX	49344552
GAGE10	chrX	49160125
GAGE12H	chrX	49296780
GAGE12C	chrX	49344552
GAGE2D	chrX	49226138
KCTD19	chr16	67360644
TMEM184A	chr7	1595841
TTC24	chr1	156551157
LRRC30	chr18	7231102
SYNDIG1L	chr14	74892913
SOWAHD	chrX	118892551
VWA5B1	chr1	20617368
OTC	chrX	38211857
KRT14	chr17	39743147
SLC35G6	chr17	7384721
COL6A6	chr3	130279178
KIF20B	chr10	91461347
OR8I2	chr11	55860784
OR10A3	chr11	7961067
OR52M1	chr11	4566421
MGAM2	chr7	141811518
OR11G2	chr14	20665495
DDX28	chr16	68057135
DRAM1	chr12	102271358
BLOC1S4	chr4	6717901
LIN7C	chr11	27528316
OR9Q1	chr11	57791353
OR9I1	chr11	57886916
LRRC55	chr11	56949427
PCP4L1	chr1	161228535
FAM209A	chr20	55099785
H2AB1	chrX	154689596
NR1D1	chr17	38256842
CDC14C	chr7	48964143
LOC644090	chr7	151503424
BPIFB1	chr20	31871020
OR5K3	chr3	98109510
OR6C70	chr12	55863922
STN1	chr10	105677942
RNF10	chr12	120972159
TMC3	chr15	81666554
ADM5	chr19	50191942
HEPN1	chr11	124789146
C1GALT1C1L	chr2	43903568
SERPINE3	chr13	51915168
TSPAN19	chr12	85430055
HEATR6	chr17	58156282
OR10T2	chr1	158369256
OR10Q1	chr11	57996390
OR10G4	chr11	123886282
OR10A6	chr11	7950209
OR1S1	chr11	57982217
CXorf66	chrX	139047680
PRAMEF22	chr1	13477528
BPY2C	chrY	26764151
OR9G1	chr11	56467864
ANGPTL8	chr19	11350295
C5orf49	chr5	7851246
ADAT3	chr19	1905398
DENR	chr12	123237371
NEIL3	chr4	178231028
PRPF6	chr20	62612485
SPDYE3	chr7	99905325
PRR32	chrX	125953712
C2orf73	chr2	54558021
TMEM192	chr4	166034012
LOC100289561	chr7	102004330
OR6S1	chr14	21109850
OR5D13	chr11	55540914
OR2L8	chr1	248112160
OR11L1	chr1	248005198
OR10G9	chr11	123893720
GML	chr8	143916217
PIGS	chr17	26898542
FAM162B	chr6	117086882
CCL21	chr9	34710133
CBWD6	chr9	69262593
WNK4	chr17	40932628
FAM83G	chr17	18908077
OR52D1	chr11	5509915
GOLGA8O	chr15	32747835
PSAPL1	chr4	7436657
DDTL	chr22	24309076
WBP1L	chr10	104535978
TMEM219	chr16	29973400
DEFB103A	chr8	7287682
OR8D1	chr11	124180662
ZNF862	chr7	149535464
OR8D2	chr11	124190093
LRRIQ1	chr12	85430129
C8orf44-SGK3	chr8	67579831
NRARP	chr9	140196723
SPACA5B	chrX	47990008
C9orf129	chr9	96108585
BPIFA3	chr20	31805158
DNLZ	chr9	139258196
PRAMEF12	chr1	12834991
TMEM120B	chr12	122150658
ADRB3	chr8	37824117
ADRB2	chr5	148206156
OR5H2	chr3	98001732
OR5A1	chr11	59210642
UNC119B	chr12	121148261
CFC1B	chr2	131278795
LYPD3	chr19	43969760
ZBTB32	chr19	36195460
ANKRD34A	chr1	145470515
GGT7	chr20	33460659
AGBL2	chr11	47736921
LIPK	chr10	90484301
RBM12B	chr8	94753237
C4orf51	chr4	146601356
TMEM240	chr1	1476004
SHISA3	chr4	42399505
CCDC159	chr19	11457195
OR9A4	chr7	141618617
TSR3	chr16	1401879
PLEKHM3	chr2	208890251
OR1S2	chr11	57971653
OR10A2	chr11	6890986
OR1N2	chr9	125315391
BTBD17	chr17	72358007
C17orf98	chr17	36997642
UNCX	chr7	1272508
PRSS58	chr7	141957878
ACSM4	chr12	7456928
ESD	chr13	47371296
OR10R2	chr1	158449668
OR10J3	chr1	159284449
OR52A5	chr11	5153872
OR51V1	chr11	5221930
OR51S1	chr11	4870438
C11orf94	chr11	45928822
OR52B6	chr11	5602107
OR52B4	chr11	4389616
SERPINA11	chr14	94919137
SLC38A8	chr16	84075762
OR51Q1	chr11	5443341
SMAGP	chr12	51664199
HSPA5	chr9	128003622
HSPA1B	chr6_cox_hap2	3305097
SNED1	chr2	241938035
OR5T3	chr11	56019676
OR5M10	chr11	56345197
OR5L1	chr11	55578843
TDO2	chr4	156824848
KIAA1549L	chr11	33397654
SP2	chr17	45973602
ZNF99	chr19	22966953
OR2T5	chr1	248651890
OR2T4	chr1	248524883
SDC4	chr20	43977064
GLB1L3	chr11	134146273
DENND11	chr7	141401966
OR13A1	chr10	45811056
ZHX1-C8orf76	chr8	124286526
GFI1B	chr9	135854081
PPM1N	chr19	46001731
OR4F4	chr15	102463262
OR2T2	chr1	248616099
DBX2	chr12	45444882
CT47A2	chrX	120119638
CT47A3	chrX	120119638
CT47A10	chrX	120119638
FAM110C	chr2	46505
TSPY3	chrY	9365489
STX19	chr3	93747441
OR2T34	chr1	248738058
C17orf67	chr17	54911281
CUTC	chr10	101491991
MIR24-2	chr19	13947173
TNMD	chrX	99839933
OR8K1	chr11	56113515
CDY1B	chrY	27768264
OR6N1	chr1	158736472
OR6K6	chr1	158724606
OR6C1	chr12	55714384
IL17D	chr13	21277482
CSTL1	chr20	23420322
SMIM15	chr5	60458295
OR52N2	chr11	5841566
OR2AG2	chr11	6790188
OR13J1	chr9	35870398
OR13H1	chrX	130678048
OR13D1	chr9	107456703
OR13C8	chr9	107331449
OR13C5	chr9	107361694
OR13C2	chr9	107367908
OR11H4	chr14	20710951
OR4D10	chr11	59244903
MSMP	chr9	35754273
CCDC158	chr4	77328458
ODF4	chr17	8243158
OR4X1	chr11	48285413
OR4S1	chr11	48327775
PSG6	chr19	43422046
RAB40AL	chrX	102192200
SPRR2B	chr1	153044087
PLPPR5	chr1	99470417
PAFAH2	chr1	26324554
ARSK	chr5	94890805
CPXM2	chr10	125651323
PECAM1	chr17	62407083
FBXO43	chr8	101158045
KCTD21	chr11	77899672
TAF13	chr1	109618625
TAF7	chr5	140700351
OR5K1	chr3	98188324
C15orf56	chr15	40545110
NPIPA7	chr16	18426519
ACBD7	chr10	15130775
HRCT1	chr9	35906199
AMY1B	chr1	104238889
MFSD4B	chr6	111580542
KIAA0895L	chr16	67217866
SYPL2	chr1	110009168
FAM228A	chr2	24397922
LRRC18	chr10	50122280
GRAMD2A	chr15	72490128
SLC9A4	chr2	103089685
AQP12A	chr2	241631283
SAPCD1	chr6_ssto_hap7	3061586
ENGASE	chr17	77070906
RPRD1B	chr20	36662148
OR56A1	chr11	6048971
OR52J3	chr11	5067756
OR2G2	chr1	247751662
OR2G3	chr1	247768888
OR52N1	chr11	5810046
KLHL35	chr11	75141674
CATSPERZ	chr11	64067830
PRSS53	chr16	31100130
DEFB131A	chr4	9446260
GJB7	chr6	88038996
NRROS	chr3	196366565
KHDC3L	chr6	74072381
ZNF699	chr19	9420514
EN1	chr2	119605224
DMRTC2	chr19	42349105
MAF	chr16	79634634
COG3	chr13	46039074
NPDC1	chr9	139940629
SPRR2E	chr1	153067002
GCH1	chr14	55369544
FER1L6	chr8	124864227
GALK1	chr17	73761273
GPR149	chr3	154147979
OR2T35	chr1	248802559
OR2T27	chr1	248814185
KIR2DL5B	chr19_gl000209_random	86746
ZNF284	chr19	44576312
NCCRP1	chr19	39687604
RPS4Y2	chrY	22917994
DNAJB3	chr2	234652644
DEFB128	chr20	170352
UTRN	chr6	144904284
TEDDM1	chr1	182369802
H2AC1	chr6	25726790
FAM220A	chr7	6388598
ATAD3C	chr1	1385069
CYS1	chr2	10220538
PANX3	chr11	124481324
CCND1	chr11	69455924
IL22RA2	chr6	137494781
OSTN	chr3	190917030
GRHL1	chr2	10091822
QRFPR	chr4	122302173
QRFP	chr9	133772199
GALNTL6	chr4	172734555
PTCHD3	chr10	27703297
ITPRIPL2	chr16	19125286
BTNL3	chr5	180415846
OR2C3	chr1	247697141
FTSJ3	chr17	61905023
FAM229B	chr6	112408794
LRRC66	chr4	52886529
OR4M1	chr14	20248482
OR6C74	chr12	55641072
OR13G1	chr1	247836343
OR5H6	chr3	97983088
OR2A2	chr7	143806676
WASHC1	chr9	29739
IGFBP4	chr17	38599702
PF4V1	chr4	74719013
MRGPRD	chr11	68748455
OR4D6	chr11	59224434
OR4D2	chr17	56247017
OR4D11	chr11	59271049
NT5DC3	chr12	104235012
NHSL2	chrX	71130938
SPDYE2	chr7	102290772
COX19	chr7	1015185
CIB4	chr2	26864234
PLAC8L1	chr5	145485140
C5orf22	chr5	31532373
MIS18BP1	chr14	45722405
SMIM31	chr4	165675283
SLC35F1	chr6	118228427
SAMD5	chr6	147829826
NPS	chr10	129347613
SCGB2B2	chr19	35085490
DPPA5	chr6	74063999
LDLRAD2	chr1	22138758
GLO1	chr6	38670921
CCDC180	chr9	100069619
ZC3H12D	chr6	149806150
C1orf174	chr1	3816836
SPRYD4	chr12	56862362
ZP1	chr11	60635015
PAGE2	chrX	55115451
C1orf53	chr1	197871760
C7orf77	chr7	124430864
MSS51	chr10	75193319
RGPD1	chr2	88285309
GRIFIN	chr7	2516017
LENG9	chr19	54974961
SRP72	chr4	57333783
OPN1MW	chrX	153485203
SLC10A6	chr4	87770537
HFM1	chr1	91870394
TPH2	chr12	72332625
OR1M1	chr19	9203921
OR1L8	chr9	125330756
OR1B1	chr9	125391814
ITGA11	chr15	68724502
CT45A1	chrX	134847185
TCHHL1	chr1	152061540
CEACAM16	chr19	45202421
BGLAP	chr1	156211975
SPRR2F	chr1	153085992
UCHL1	chr4	41258945
TPH1	chr11	18067816
CHKB	chr22	51021428
NBAT1	chr6	22147422
LINC00612	chr12	9217666
DCUN1D2	chr13	114145026
ANXA2R	chr5	43040447
DUXA	chr19	57678853
NELFCD	chr20	57556311
C17orf97	chr17	260116
PTRHD1	chr2	25016251
LRRC26	chr9	140064491
TRNP1	chr1	27320183
TMEM82	chr1	16068994
LURAP1	chr1	46669006
PRAMEF5	chr1	13359819
LOC100507412	chrUn_gl000220	97129
C6orf99	chr6	159309509
UBE2QL1	chr5	6448972
CXorf49B	chrX	70983140
CXorf49	chrX	70983140
H3C13	chr1	149785236
MMP15	chr16	58059658
PRAMEF19	chr1	13698405
FOXB2	chr9	79634571
SIDT2	chr11	117049459
OR51B6	chr11	5372738
OR51A7	chr11	4928600
SH2D7	chr15	78384927
CLDN25	chr11	113650518
WHAMM	chr15	83478380
LMTK3	chr19	49016446
DEFB106B	chr8	7682694
MMP3	chr11	102714340
LYNX1-SLURP2	chr8	143859288
RNASE12	chr14	21058982
KRTAP5-7	chr11	71238313
DCAF4L1	chr4	41983773
CDNF	chr10	14880036
TRIM61	chr4	165898809
ZNF791	chr19	12721734
FAM110B	chr8	58907082
DIRC1	chr2	189654850
LOC100130449	chr2	241396117
LINC02054	chr3	184119325
LINC02860	chr7	26677490
C8orf44	chr8	67579831
LCE3E	chr1	152539256
LCE3C	chr1	152572710
LCE2D	chr1	152635856
C5orf66	chr5	134368964
LOC101928093	chr5	172182506
C2CD4B	chr15	62457484
IGFBPL1	chr9	38424451
IRGQ	chr19	44100287
NAIF1	chr9	130829599
RHEX	chr1	206257737
CDHR4	chr3	49837306
SHISA2	chr13	26625198
PPP1R27	chr17	79792926
ZNF599	chr19	35264120
C8orf48	chr8	13424378
GPR26	chr10	125425871
THEGL	chr4	57396772
ZC3H12B	chrX	64708615
ACER2	chr9	19409007
C1QL3	chr10	16563878
C6orf58	chr6	127898319
OR6B2	chr2	240969846
ZNF780B	chr19	40562138
ZNF835	chr19	57183125
OR6C65	chr12	55794313
OR5H15	chr3	97887544
OR5H14	chr3	97868230
OR6C75	chr12	55758895
OR4F21	chr8	117024
OR6C4	chr12	55945011
OR6C6	chr12	55689016
OR10AG1	chr11	55735939
OR4K2	chr14	20344427
OR5AU1	chr14	21624222
OR4K15	chr14	20443678
OR4F5	chr1	69091
OR4K5	chr14	20388766
SPTA1	chr1	158656505
PLCXD3	chr5	41510703
OR4X2	chr11	48266656
THBS2	chr6	169654209
YPEL2	chr17	57409016
SLC10A1	chr14	70263958
DUOXA2	chr15	45406524
LYPD2	chr8	143833950
OR5H1	chr3	97851542
OR51A4	chr11	4968330
OR6K3	chr1	158687905
OR4F6	chr15	102345923
OR5AK2	chr11	56756389
OR9Q2	chr11	57957906
OR6K2	chr1	158670486
OR6N2	chr1	158747425
OR2AE1	chr7	99474656
OR4A16	chr11	55110677
TUSC1	chr9	25678856
OR51G2	chr11	4936893
OR1L3	chr9	125437409
FOXI2	chr10	129535449
LCNL1	chr9	139877445
DEFB132	chr20	238365
RGS9BP	chr19	33166754
TMPRSS11F	chr4	68995587
NHLRC1	chr6	18122908
CA13	chr8	86157687
OR5K2	chr3	98216525
OR4C12	chr11	50004071
C10orf99	chr10	85933557
SKIDA1	chr10	21814611
OR4K13	chr14	20502917
OR2T29	chr1	248722792
OR2L3	chr1	248223984
OR2B11	chr1	247615284
OR2A25	chr7	143771313
OR10K2	chr1	158390656
LRRK2	chr12	40618799
OR10K1	chr1	158435352
C2orf68	chr2	85839189
NKX1-1	chr4	1400230
DCAF12L2	chrX	125300272
LOC100506422	chr9	26066673
OR5P2	chr11	7818489
KIR3DL3	chr19	55235952
OR5P3	chr11	7847519
PLEKHG7	chr12	93130265
C7orf61	chr7	100061883
AGMO	chr7	15601640
VHLL	chr1	156269428
PRTN3	chr19	840999
ZNF740	chr12	53574506
