"","coefficients.ConditionC...ConditionA","coefficients.ConditionC...ConditionB","coefficients.ConditionC...ConditionD","coefficients.ConditionA...ConditionB","coefficients.ConditionA...ConditionD","coefficients.ConditionB...ConditionD","df.residual","sigma","stdev.unscaled.ConditionC...ConditionA","stdev.unscaled.ConditionC...ConditionB","stdev.unscaled.ConditionC...ConditionD","stdev.unscaled.ConditionA...ConditionB","stdev.unscaled.ConditionA...ConditionD","stdev.unscaled.ConditionB...ConditionD","Amean","s2.post","t.ConditionC...ConditionA","t.ConditionC...ConditionB","t.ConditionC...ConditionD","t.ConditionA...ConditionB","t.ConditionA...ConditionD","t.ConditionB...ConditionD","df.total","p.value.ConditionC...ConditionA","p.value.ConditionC...ConditionB","p.value.ConditionC...ConditionD","p.value.ConditionA...ConditionB","p.value.ConditionA...ConditionD","p.value.ConditionB...ConditionD","lods.ConditionC...ConditionA","lods.ConditionC...ConditionB","lods.ConditionC...ConditionD","lods.ConditionA...ConditionB","lods.ConditionA...ConditionD","lods.ConditionB...ConditionD","F","F.p.value"
"sensory perception of sound (GO:0007605)",-0.169732311242878,0.151544641872284,0.0764299135544357,0.321276953115161,0.246162224797313,-0.0751147283178478,8,0.151532638656754,0.816496580927726,0.816496580927726,0.816496580927726,0.816496580927726,0.816496580927726,0.816496580927726,-0.00240013525231119,0.0223648500196096,-1.39003955754322,1.24108983960492,0.625930339617248,2.63112939714814,2.01596989716047,-0.615159499987673,10.5879122222204,0.193047220018021,0.241366427208704,0.544617234858078,0.024037815596304,0.0698900329619849,0.551441537201775,-5.91103747113768,-6.35006920073077,-6.95838737119495,-4.22955900284393,-5.19933451415634,-6.63268002819715,2.53828341546306,0.112303000721484
"G1/S transition of mitotic cell cycle (GO:0000082)",-0.253084931514501,-0.366741473831438,-0.543294071103479,-0.113656542316938,-0.290209139588978,-0.176552597272041,8,0.0392614059794744,0.816496580927726,0.816496580927726,0.816496580927726,0.816496580927726,0.816496580927726,0.816496580927726,0.0145041553013786,0.00617984045080069,-3.94296830901426,-5.71369460941491,-8.46431785573777,-1.77072630040065,-4.52134954672351,-2.75062324632286,10.5879122222204,0.00247411146331064,0.000156659290015702,4.91347842697973e-06,0.105347147075404,0.000957704268012233,0.0194819143785838,-1.7249604937617,0.909085082288387,4.48491341209533,-5.62838833323418,-0.91512361812303,-3.75672914950419,25.163663922718,3.99585477319636e-05
"inositol lipid-mediated signaling (GO:0048017)",0.459842310150509,0.380394102615503,0.626105911705047,-0.0794482075350056,0.166263601554539,0.245711809089544,8,0.136129891192906,0.816496580927726,0.816496580927726,0.816496580927726,0.816496580927726,0.816496580927726,0.816496580927726,-0.0198565280365971,0.0190170373750829,4.08397549726885,3.37837593473905,5.56060446299878,-0.705599562529804,1.47662896572993,2.18222852825973,10.5879122222204,0.00195529057129149,0.006489038544268,0.000195437676487445,0.495668411287798,0.168888281821295,0.0525874832182518,-1.48574518156623,-2.93307527346568,0.650136022175951,-6.85579964710704,-5.98929582224467,-4.71142856829256,11.0755045012106,0.0013443791376209
"sensory perception of chemical stimulus (GO:0007606)",0.623763325523001,0.67802463589743,0.606200205487713,0.0542613103744291,-0.017563120035288,-0.0718244304097171,8,0.16512813427687,0.816496580927726,0.816496580927726,0.816496580927726,0.816496580927726,0.816496580927726,0.816496580927726,0.0110638623189159,0.0256177369428289,4.77304012433575,5.18824794598674,4.63864704092279,0.415207821650995,-0.134393083412954,-0.54960090506395,10.5879122222204,0.00064264375017505,0.000339346010010004,0.000794341626075819,0.686278933881614,0.89561228721416,0.593995658917329,-0.350006025332603,0.104846012478939,-0.808660721521123,-7.02731357901043,-7.05592468066749,-6.67269057769799,11.9515658897821,0.000994745144048505
"visual perception (GO:0007601)",-0.0302896920959493,-0.100831155517661,-0.00085756274915269,-0.0705414634217117,0.0294321293467966,0.0999735927685083,8,0.130420763992483,0.816496580927726,0.816496580927726,0.816496580927726,0.816496580927726,0.816496580927726,0.816496580927726,-0.0165575740113738,0.0178672193079359,-0.277531321796467,-0.923872180028659,-0.00785747582186833,-0.646340858232193,0.269673845974598,0.916014704206791,10.5879122222204,0.786716034596058,0.376127784316397,0.993876794679205,0.531818381669614,0.792594373937693,0.380049626738437,-6.82955169256979,-6.68545733341939,-7.16762904269724,-6.89754236418188,-7.02635345121908,-6.39712972025159,0.376698101013568,0.771733357947219
"sensory perception (GO:0007600)",0.0186255885775295,0.0921498096594342,0.16397096798134,0.0735242210819047,0.145345379403811,0.0718211583219059,8,0.0828054578197004,0.816496580927726,0.816496580927726,0.816496580927726,0.816496580927726,0.816496580927726,0.816496580927726,-0.000686277266533648,0.0101959567416707,0.225913218564103,1.11770213346963,1.98883428427202,0.891788914905525,1.76292106570792,0.871132150802395,10.5879122222204,0.825570460747979,0.288413721357995,0.073180005714776,0.39232208485077,0.106708362872557,0.403002077524963,-6.84353687085267,-6.48980816680475,-5.34113165125817,-6.70344655391905,-5.58664190287955,-6.43744541070046,1.65296767143452,0.236094318492739
"phototransduction, visible light (GO:0007603)",0.0861765442853006,-0.32239365377649,0.262686704016032,-0.408570198061791,0.176510159730731,0.585080357792522,8,0.0644310318916605,0.816496580927726,0.816496580927726,0.816496580927726,0.816496580927726,0.816496580927726,0.816496580927726,-0.00454401687373384,0.00815182496775714,1.16898053905963,-4.37325388603833,3.56333208080191,-5.54223442509796,2.39435154174228,7.93658596684024,10.5879122222204,0.268056441388138,0.00121605832483832,0.00471509956663727,0.000200738317322442,0.0363970012010031,8.9172198115976e-06,-6.17566390769671,-1.21823835354083,-2.64175870363305,0.660043295653209,-4.58088943580264,4.01948655222026,22.1046465179586,7.20750570497949e-05
"phototransduction (GO:0007602)",0.0817859266057643,-0.280074052986725,0.375667569019629,-0.361859979592489,0.293881642413865,0.655741622006354,8,0.0516654624027154,0.816496580927726,0.816496580927726,0.816496580927726,0.816496580927726,0.816496580927726,0.816496580927726,0.000533589440811306,0.00703202885745129,1.19449376131985,-4.09051682709221,5.4866721714505,-5.28501058841205,4.29217841013065,9.5771889985427,10.5879122222204,0.258357594757753,0.00193417457156012,0.000217725000896455,0.000293458229831677,0.00138765691208248,1.52749976785364e-06,-6.14685934783061,-1.69661730403847,0.537554513382205,0.265173835981251,-1.29729590610934,5.76462238507386,31.0565660522254,1.50100191836461e-05
"positive regulation of pseudopodium assembly (GO:0031274)",0.309298481185698,0.0459274620402776,-0.0659002376129425,-0.26337101914542,-0.37519871879864,-0.11182769965322,8,0.369453037009251,0.816496580927726,0.816496580927726,0.816496580927726,0.816496580927726,0.816496580927726,0.816496580927726,-0.0041541563865843,0.108148263099905,1.15189698746144,0.171044180246662,-0.245427280755918,-0.980852807214774,-1.39732426821735,-0.41647146100258,10.5879122222204,0.274709552925593,0.867413844224952,0.81081759682255,0.348546388845899,0.190907843592003,0.685382414613999,-6.19468393977759,-7.1158507647113,-7.13498636283008,-6.61975483174938,-6.0927635051771,-6.74072603536677,0.750732191543019,0.545213338262183
"regulation of circadian sleep/wake cycle, sleep (GO:0045187)",0.662730049017183,0.323095882378657,0.879194911929745,-0.339634166638526,0.216464862912562,0.556099029551088,8,0.279490569670771,0.816496580927726,0.816496580927726,0.816496580927726,0.816496580927726,0.816496580927726,0.816496580927726,-0.0390194075487156,0.0640371546621563,3.20749714592508,1.56372737606593,4.25514909865418,-1.64376976985915,1.0476519527291,2.69142172258825,10.5879122222204,0.00873669568803128,0.147255652697917,0.00147431776638691,0.129554920511723,0.318125740368073,0.0216202179411092,-2.99674781483765,-5.93622260600703,-1.44865020039816,-5.81284284025807,-6.49853492163585,-3.85849059676741,6.98047994312215,0.0072808722731228
"striated muscle cell differentiation (GO:0051146)",0.423931912585158,0.422171494253416,0.546541908807707,-0.00176041833174224,0.122609996222549,0.124370414554291,8,0.157140805020807,0.816496580927726,0.816496580927726,0.816496580927726,0.816496580927726,0.816496580927726,0.816496580927726,-0.0293209548492612,0.0236728261251734,3.3745563597236,3.36054318755893,4.35054880151784,-0.0140131721646727,0.975992441794236,0.990005613958909,10.5879122222204,0.00653217133411836,0.00669295065519219,0.00126174194511872,0.989080027069121,0.350840229592749,0.344256444993888,-2.70560863124534,-2.96440011074674,-1.28779615677794,-7.12018259300309,-6.57031936404623,-6.32693641221122,7.25683745764863,0.00637825340310863
"regulation of pseudopodium assembly (GO:0031272)",0.309298481185698,0.0459274620402776,-0.0659002376129425,-0.26337101914542,-0.37519871879864,-0.11182769965322,8,0.369453037009251,0.816496580927726,0.816496580927726,0.816496580927726,0.816496580927726,0.816496580927726,0.816496580927726,-0.0041541563865843,0.108148263099905,1.15189698746144,0.171044180246662,-0.245427280755918,-0.980852807214774,-1.39732426821735,-0.41647146100258,10.5879122222204,0.274709552925593,0.867413844224952,0.81081759682255,0.348546388845899,0.190907843592003,0.685382414613999,-6.19468393977759,-7.1158507647113,-7.13498636283008,-6.61975483174938,-6.0927635051771,-6.74072603536677,0.750732191543019,0.545213338262183
"aging (GO:0007568)",-0.0640118162723995,0.0312326397172625,-0.0131369354528898,0.095244455989662,0.0508748808195097,-0.0443695751701523,8,0.115470082570741,0.816496580927726,0.816496580927726,0.816496580927726,0.816496580927726,0.816496580927726,0.816496580927726,0.00661058350417879,0.0150895342389011,-0.638216256371487,0.311398419193824,-0.130979032515787,0.949614675565311,0.5072372238557,-0.442377451709611,10.5879122222204,0.53689208928002,0.761543007134578,0.898247343053949,0.363480328207396,0.622386077269602,0.667116432557162,-6.65473944381717,-7.07924815129114,-7.15833704143862,-6.64987387608153,-6.92762383543607,-6.72889760733901,0.312699985904493,0.815911232662175
"purine nucleoside biosynthetic process (GO:0042451)",0.266675758868419,-0.261100641764745,-0.0232166406940848,-0.527776400633164,-0.289892399562504,0.23788400107066,8,0.110612168467794,0.816496580927726,0.816496580927726,0.816496580927726,0.816496580927726,0.816496580927726,0.816496580927726,-0.0177483594998343,0.0142596912007685,2.73510566316176,-2.67792560889754,-0.238116751636637,-5.4130312720593,-2.9732224147984,2.4398088572609,10.5879122222204,0.0200211149020924,0.0221394948597994,0.816335763529155,0.000242637253108213,0.0131706854424912,0.033619003077916,-3.81742737037734,-4.15968104205582,-7.1368988814478,0.46288280206306,-3.5832606532718,-4.28598642361436,9.80040241382985,0.00215363921436996
"regulation of glycogen metabolic process (GO:0070873)",0.344272601703847,0.243479571175041,0.455252452010364,-0.100793030528806,0.110979850306517,0.211772880835323,8,0.159355332065561,0.816496580927726,0.816496580927726,0.816496580927726,0.816496580927726,0.816496580927726,0.816496580927726,-0.00163345534614206,0.0242024030543566,2.71030924500693,1.91680932336784,3.58400559146783,-0.793499921639093,0.873696346460898,1.66719626809999,10.5879122222204,0.0209137794725327,0.0826279101426134,0.00455063228343921,0.444905527680457,0.401665556767483,0.124744429384009,-3.86011440299481,-5.4183499609888,-2.60557626675579,-6.78779762080535,-6.6653641487952,-5.50042263004973,4.67292684886991,0.0254936618239214
"regulation of metaphase/anaphase transition of cell cycle (GO:1902099)",-0.49791542487017,-0.590492108112542,-0.620889781622312,-0.0925766832423714,-0.122974356752141,-0.0303976735097698,8,0.120385617853097,0.816496580927726,0.816496580927726,0.816496580927726,0.816496580927726,0.816496580927726,0.816496580927726,0.0361440500087678,0.0159655196023196,-4.82624851835161,-5.72358581303153,-6.01822767269297,-0.89733729467992,-1.19197915434136,-0.294641859661439,10.5879122222204,0.000591339085675192,0.000154454037318071,0.000101882257292258,0.389487246087719,0.25930098339133,0.773963900793884,-0.2648764713028,0.923845679853763,1.32963226067666,-6.69843090764619,-6.34170415661201,-6.78702056791325,15.7640026651112,0.000317344024928461
"positive regulation of glycogen metabolic process (GO:0070875)",-0.238639248095717,-0.355893729770624,0.162245994926799,-0.117254481674907,0.400885243022517,0.518139724697424,8,0.263022001045707,0.816496580927726,0.816496580927726,0.816496580927726,0.816496580927726,0.816496580927726,0.816496580927726,-0.0110685221254455,0.0572865089724014,-1.22112837487543,-1.82112513063586,0.830220467487992,-0.599996755760433,2.05134884236342,2.65134559812385,10.5879122222204,0.248532094415876,0.0969315553876046,0.424738414382862,0.561129662630832,0.0658090404663581,0.0231986891910706,-6.11628612826349,-5.56427943454122,-6.80444682328603,-6.92782804598605,-5.14327092373936,-3.92716246297938,2.84909648911248,0.0882360984327713
"ribonucleoside biosynthetic process (GO:0042455)",0.239467298338984,-0.32162058967112,-0.0863936199212981,-0.561087888010104,-0.325860918260282,0.235226969749822,8,0.0813787957992833,0.816496580927726,0.816496580927726,0.816496580927726,0.816496580927726,0.816496580927726,0.816496580927726,-0.0112727479884412,0.0100189734542595,2.93008508056359,-3.93530013464891,-1.05709906339252,-6.8653852152125,-3.98718414395611,2.87820107125639,10.5879122222204,0.0142079242864347,0.00250615179205475,0.313988866064912,3.28609742046604e-05,0.00229750672707977,0.0155651141731659,-3.47995425876966,-1.96279277910208,-6.58989007245879,2.54282604382513,-1.81516529580856,-3.5363819088475,16.0841061860982,0.000291301414108539
"cell aging (GO:0007569)",-0.289895702507686,-0.1774786381681,-0.382571614032361,0.112417064339587,-0.0926759115246744,-0.205092975864261,8,0.139717082337618,0.816496580927726,0.816496580927726,0.816496580927726,0.816496580927726,0.816496580927726,0.816496580927726,0.0083359741091197,0.0197646943635251,-2.52547082268703,-1.54613234506945,-3.33283122333073,0.979338477617585,-0.807360400643692,-1.78669887826128,10.5879122222204,0.0289366763479297,0.151420113327589,0.00702295475003418,0.349259899825293,0.43722053359146,0.10261063445597,-4.17598469105009,-5.96041177566014,-3.04639565328851,-6.62123368321086,-6.72212941442621,-5.32678638608821,4.11325326996194,0.0362745155649245
"RNA splicing, via endonucleolytic cleavage and ligation (GO:0000394)",0.0639607183425194,-0.484230941592138,-0.487437881508141,-0.548191659934658,-0.55139859985066,-0.0032069399160024,8,0.229985806946523,0.816496580927726,0.816496580927726,0.816496580927726,0.816496580927726,0.816496580927726,0.816496580927726,-0.0352773829280973,0.0449803233558917,0.369358140896489,-2.79632006934686,-2.81483939489599,-3.16567821024335,-3.18419753579248,-0.018519325549131,10.5879122222204,0.719141025466093,0.0179768218351926,0.0174004932688001,0.00939902528483297,0.00909962472517298,0.985568925866899,-6.79771271136553,-3.95420933126821,-3.95599777734464,-3.29633811440466,-3.21329435329987,-6.83360808483651,6.00668793811869,0.0119333144619849
"cellular response to abiotic stimulus (GO:0071214)",-0.0369932127529895,0.119385555065053,0.313724242812545,0.156378767818043,0.350717455565535,0.194338687747492,8,0.0516025285397944,0.816496580927726,0.816496580927726,0.816496580927726,0.816496580927726,0.816496580927726,0.816496580927726,-0.00210369628876998,0.00702711831157618,-0.540479276970286,1.74425019295038,4.58358275220831,2.28472946992067,5.12406202917859,2.83933255925793,10.5879122222204,0.600051076140989,0.110029470419125,0.000867029948052852,0.0440463399566471,0.000373952847260337,0.0166665796134389,-6.715101037526,-5.67869492032493,-0.899437514742443,-4.81636303216497,0.0574325671498661,-3.60364527213242,10.6469278737399,0.00156787431485989
"regulation of helicase activity (GO:0051095)",-0.668356418975858,-0.42502452247127,-0.395876616054798,0.243331896504589,0.27247980292106,0.0291479064164715,8,0.286873577142687,0.816496580927726,0.816496580927726,0.816496580927726,0.816496580927726,0.816496580927726,0.816496580927726,-0.004938201874589,0.0671965845025162,-3.15776752014421,-2.00810315307686,-1.87038873970565,1.14966436706735,1.28737878043855,0.137714413371201,10.5879122222204,0.00952995598223559,0.0708292436766046,0.0893046464208666,0.27558851395424,0.225391480684708,0.893050062910849,-3.08346590336192,-5.27580623973386,-5.52470796242133,-6.44334853495983,-6.22961684058597,-6.82354260486701,3.41672759386177,0.058186364449813
"mast cell activation involved in immune response (GO:0002279)",0.204331647132539,0.73468242286093,0.482434953338875,0.530350775728392,0.278103306206336,-0.252247469522056,8,0.232261171127805,0.816496580927726,0.816496580927726,0.816496580927726,0.816496580927726,0.816496580927726,0.816496580927726,-0.0368109495135821,0.0457750259901723,1.16967973482559,4.20562919945331,2.76165927408192,3.03594946462772,1.59197953925633,-1.44396992537138,10.5879122222204,0.26778686679571,0.00159917654883194,0.0191072784060345,0.0117971969827854,0.140778606571359,0.177678634308243,-6.17488086226274,-1.5007863670477,-4.04862955315009,-3.52424505043478,-5.83224302136811,-5.80523653273249,6.7531111236733,0.00813874365672364
"negative regulation of pathway-restricted SMAD protein phosphorylation (GO:0060394)",-0.471254081997914,-0.612630366140852,-1.15601003421061,-0.141376284142938,-0.684755952212694,-0.543379668069756,8,0.238158077584621,0.816496580927726,0.816496580927726,0.816496580927726,0.816496580927726,0.816496580927726,0.816496580927726,0.0344808373537016,0.0478710148853737,-2.63793710828442,-3.42931857407652,-6.47099278984453,-0.791381465792097,-3.83305568156011,-3.04167421576801,10.5879122222204,0.0237519365820841,0.00594093005474336,5.50042541731862e-05,0.446087858486521,0.00297715671917655,0.0116792972230493,-3.98431694101346,-2.84363914265441,1.9727804712421,-6.78952028906865,-2.08036349728421,-3.25260055636285,14.1938447121996,0.000493354672581884
